plan_name_hgarb,Name,FY,market_return_from_valuation,admin_expense_pct,market_return_from_acfr
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2012,1.30E-02,4.19E-04,1.30E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2013,0.173,3.52E-04,0.173
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2014,0.221,3.01E-04,0.221
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2015,2.70E-02,3.03E-04,2.70E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2016,-2.20E-02,3.23E-04,-2.20E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2017,0.147,2.62E-04,0.147
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2018,9.80E-02,2.53E-04,9.80E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2019,4.90E-02,3.04E-04,4.90E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2020,7.00E-03,3.11E-04,7.00E-03
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2021,0.333,2.48E-04,0.333
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2022,-9.50E-02,2.97E-04,-9.50E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2023,7.60E-02,3.27E-04,7.60E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2001,NA,NA,NA
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2002,NA,NA,NA
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2003,NA,NA,6.70E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2004,NA,4.32E-04,0.118
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2005,0.103,4.27E-04,0.103
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2006,6.60E-02,4.60E-04,6.60E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2007,0.151,4.62E-04,0.151
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2008,-3.70E-02,4.98E-04,-3.70E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2009,-0.157,6.34E-04,-0.157
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2010,0.146,5.43E-04,0.143
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2011,0.214,4.79E-04,0.214
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2012,1.70E-02,6.34E-04,1.90E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2013,0.115,4.86E-04,0.115
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2014,0.178,4.38E-04,0.177
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2015,2.70E-02,4.77E-04,2.80E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2016,5.00E-03,5.08E-04,6.00E-03
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2017,0.127,4.82E-04,0.127
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2018,8.40E-02,4.61E-04,8.30E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2019,6.10E-02,4.90E-04,6.20E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2020,4.60E-02,5.02E-04,4.60E-02
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2021,0.276,4.03E-04,0.277
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2022,-0.149,5.40E-04,0.148
Oklahoma Uniform Retirement System for Justices and Judges,Oklahoma Uniform Retirement of Justices and Judges,2023,0.105,5.74E-04,0.106
South Carolina Retirement System,South Carolina Retirement Systems,2001,7.30E-02,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2002,9.00E-03,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2003,0.09,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2004,0.09,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2005,7.20E-02,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2006,5.20E-02,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2007,0.136,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2008,-2.70E-02,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2009,-0.208,NA,NA
South Carolina Retirement System,South Carolina Retirement Systems,2010,0.146,9.24E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2011,0.186,8.28E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2012,4.00E-03,9.05E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2013,0.104,8.47E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2014,0.154,4.57E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2015,1.40E-02,5.00E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2016,-7.00E-03,5.48E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2017,0.119,5.23E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2018,7.90E-02,5.55E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2019,5.70E-02,5.70E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2020,-1.60E-02,5.41E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2021,0.299,5.23E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2022,-2.50E-02,5.58E-04,NA
South Carolina Retirement System,South Carolina Retirement Systems,2023,7.20E-02,5.02E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2001,NA,5.81E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2002,-7.20E-02,7.15E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2003,8.90E-02,6.62E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2004,0.116,6.21E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2005,0.126,6.46E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2006,8.80E-02,6.16E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2007,0.139,6.81E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2008,-4.60E-02,7.57E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2009,-6.60E-02,9.07E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2010,6.70E-02,9.68E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2011,0.126,8.89E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2012,8.20E-02,8.16E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2013,0.101,8.16E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2014,0.147,8.06E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2015,5.00E-03,9.10E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2016,5.30E-02,8.36E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2017,0.1215,8.76E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2018,9.58E-02,8.49E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2019,3.04E-02,1.01E-03,NA
Texas Employees Retirement System,Texas Employees Retirement System,2020,6.85E-02,8.65E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2021,0.2551,6.50E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2022,-1.55E-02,9.89E-04,NA
Texas Employees Retirement System,Texas Employees Retirement System,2023,6.75E-02,1.41E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2001,NA,NA,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2002,NA,NA,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2003,8.80E-02,1.18E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2004,0.117,9.94E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2005,0.127,7.63E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2006,8.80E-02,5.33E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2007,0.139,6.60E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2008,-4.60E-02,5.19E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2009,-6.60E-02,6.83E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2010,6.70E-02,8.90E-04,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2011,0.126,1.27E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2012,8.20E-02,1.13E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2013,0.101,1.03E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2014,NA,1.52E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2015,5.00E-03,1.67E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2016,5.30E-02,1.65E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2017,0.1211,1.96E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2018,9.54E-02,1.91E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2019,0.03,2.30E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2020,6.82E-02,2.04E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2021,0.2546,1.60E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2022,-1.59E-02,1.61E-03,NA
Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund,2023,6.72E-02,1.36E-03,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2001,-0.105,2.62E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2002,-7.80E-02,3.43E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2003,0.11,3.02E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2004,0.119,2.95E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2005,0.144,2.68E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2006,9.60E-02,2.64E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2007,0.144,2.45E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2008,-4.20E-02,2.62E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2009,-0.135,3.19E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2010,0.107,3.13E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2011,0.155,3.34E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2012,7.40E-02,2.97E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2013,8.90E-02,3.09E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2014,0.168,3.16E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2015,-3.00E-03,2.77E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2016,7.30E-02,3.31E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2017,0.129,3.00E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2018,7.70E-02,4.20E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2019,5.03E-02,3.83E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2020,7.10E-02,4.06E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2021,0.248,3.54E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2022,-6.70E-02,3.37E-04,NA
Texas Teachers Retirement System,Texas Teacher Retirement System,2023,3.80E-02,4.55E-04,NA
VERMONT MUNICIPAL EMPLOYEES RETIREMENT SYSTEM,Vermont Municipal Employees Retirement System,2001,0.1003,1.28E-03,NA
VERMONT MUNICIPAL EMPLOYEES RETIREMENT SYSTEM,Vermont Municipal Employees Retirement System,2002,6.42E-02,1.19E-03,NA
